handle,text,truncated,cleaned_text,subjectivity,polarity,sentiment_analysis
HillaryClinton,Joe passionately believes in the basic bargain that makes America great—that our economy should work for everyone—not just those at the top.,False,joe passionately believes basic bargain makes america great economy work everyone top,0.55625,0.3125,positive
HillaryClinton,"""No matter how far he travels, @JoeBiden never forgets where he’s from."" —Hillary in Scranton https://t.co/UnJ1zs3qXW",False,matter far travels joebiden never forgets hillary scranton,1.0,0.1,positive
HillaryClinton,".@JoeBiden’s hitting the trail with Hillary in Scranton, folks. Tune in now: https://t.co/zFvHUT7UQ2 https://t.co/xbqUILQKGB",False,joebiden hitting trail hillary scranton folks tune,0.0,0.0,neutral
HillaryClinton,"Four years in, DACA has helped more than 700,000 undocumented people to live without fear. Let's build on it: https://t.co/Xw6IkKPSIQ",False,four years daca helped undocumented people live without fear let build,0.5,0.13636363636363635,positive
HillaryClinton,"If Donald Trump becomes president, he'll game America's whole tax system to make himself richer. Seriously. https://t.co/s82te3rlRP",False,donald trump becomes president game america whole tax system make richer seriously,0.48888888888888893,-0.17777777777777778,negative
HillaryClinton,"Trump says, ""I know more about ISIS than the generals do, believe me."" 

You know what? We don't.
https://t.co/OynjnrpRbJ",False,trump says know isis generals believe know,0.0,0.0,neutral
realDonaldTrump,Certain Republicans who have lost to me would rather save face by fighting me than see the U.S.Supreme Court get proper appointments. Sad!,False,certain republicans lost would rather save face fighting see supreme court get proper appointments sad,0.557142857142857,-0.09523809523809523,negative
HillaryClinton,The senseless murders of Imam Maulama Akonjee and Thara Uddin are heartbreaking. This kind of heinous act has no place in America. -H,False,senseless murders imam maulama akonjee thara uddin heartbreaking kind heinous act place america,0.9,0.6,positive
HillaryClinton,No family should have to spend more than 10% of its income on quality child care. https://t.co/ReC2DZCjlM https://t.co/TFYDN6VYJj,False,family spend income quality child care,0.0,0.0,neutral
realDonaldTrump,"""Stay on message"" is the chant. I always do - trade, jobs, military, vets, 2nd A, repeal Ocare, borders, etc - but media misrepresents!",False,stay message chant always trade jobs military vets repeal ocare borders etc media misrepresents,0.1,-0.1,negative
realDonaldTrump,I have always been the same person-remain true to self.The media wants me to change but it would be very dishonest to supporters to do so!,False,always person remain true self media wants change would dishonest supporters,0.4166666666666667,0.08333333333333336,positive
HillaryClinton,"Yesterday, @ShotDiva made Olympic history with her gold medal in women's shot put (@TeamUSA's first!). https://t.co/ih1HYqnP8U",False,yesterday shotdiva made olympic history gold medal women shot put teamusa first,0.3333333333333333,0.25,positive
HillaryClinton,"Well said, Coach Auriemma. Keep winning, @USABasketball. https://t.co/1paG3IC51b",False,well said coach auriemma keep winning usabasketball,0.75,0.5,positive
HillaryClinton,"59 million Americans get help from Social Security. On its 81st anniversary, let's recommit to protecting it. https://t.co/1YMaSX14VF",False,million americans get help social security anniversary let recommit protecting,0.06666666666666667,0.03333333333333333,positive
realDonaldTrump,"It is not ""freedom of the press"" when newspapers and others are allowed to say and write whatever they want even if it is completely false!",False,freedom press newspapers others allowed say write whatever want even completely false,0.6,-0.4000000000000001,negative
realDonaldTrump,"I am not only fighting Crooked Hillary, I am fighting the dishonest and corrupt media and her government protection process. People get it!",False,fighting crooked hillary fighting dishonest corrupt media government protection process people get,0.5333333333333333,-0.26666666666666666,negative
realDonaldTrump,Crooked Hillary Clinton is being protected by the media. She is not a talented person or politician. The dishonest media refuses to expose!,False,crooked hillary clinton protected media talented person politician dishonest media refuses expose,0.5,0.13333333333333333,positive
realDonaldTrump,My rallies are not covered properly by the media. They never discuss the real message and never show crowd size or enthusiasm.,False,rallies covered properly media never discuss real message never show crowd size enthusiasm,0.2,0.1,positive
realDonaldTrump,"If the disgusting and corrupt media covered me honestly and didn't put false meaning into the words I say, I would be beating Hillary by 20%",False,disgusting corrupt media covered honestly put false meaning words say would beating hillary,0.875,-0.325,negative
realDonaldTrump,"The failing @nytimes, which never spoke to me, keeps saying that I am saying to advisers that I will change. False, I am who I am-never said",False,failing nytimes never spoke keeps saying saying advisers change false never said,0.6,-0.4000000000000001,negative
realDonaldTrump,The failing @nytimes talks about anonymous sources and meetings that never happened. Their reporting is fiction. The media protects Hillary!,False,failing nytimes talks anonymous sources meetings never happened reporting fiction media protects hillary,0.0,0.0,neutral
HillaryClinton,This is what @realDonaldTrump would do to your state's economy. https://t.co/t59VH8sa9e,False,realdonaldtrump would state economy,0.0,0.0,neutral
realDonaldTrump,"""@zulu_out: You are a man for the people because you know what it is like to be among the people #MakeAmericaGreatAgain #USA Loves U"" Thanks",False,zulu_out man people know like among people makeamericagreatagain usa loves thanks,0.2,0.2,positive
realDonaldTrump,"""@PaulaDuvall2: We're all enjoying you, as well, Mr. T.! You've inspired Hope and a Positive Spirit throughout America! God bless you!"" Nice",False,pauladuvall enjoying well inspired hope positive spirit throughout america god bless nice,0.7151515151515152,0.4424242424242424,positive
realDonaldTrump,"""@need2knowu:  @willspeakout yes you are my hero I admire you for laying down your glorious luxurious life to get beat up for America!!!""",False,needknowu willspeakout yes hero admire laying glorious luxurious life get beat america,0.0,0.0,neutral
realDonaldTrump,We now have confirmation as to one reason Crooked H wanted to be sure that nobody saw her e-mails - PAY-FOR-PLAY. How can she run for Pres.,False,confirmation one reason crooked wanted sure nobody saw mails pay play run pres,0.4944444444444444,0.25,positive
HillaryClinton,"Farmers and ranchers are central to our economy, energy &amp; food security. Our plan to help: https://t.co/iv6kT3vumd https://t.co/WtSfCZEl95",False,farmers ranchers central economy energy amp food security plan help,0.25,0.0,neutral
realDonaldTrump,"""@willspeakout: Thank you for all that you are doing for us! You campaign endlessly and have spent millions.We love you! #TrumpTrain"" Thanks",False,willspeakout thank campaign endlessly spent millions love trumptrain thanks,0.3,0.20000000000000004,positive
realDonaldTrump,I am truly enjoying myself while running for president. The people of our country are amazing - great numbers on November 8th!,False,truly enjoying running president people country amazing great numbers november,0.75,0.6333333333333334,positive
realDonaldTrump,The failing @nytimes has become a newspaper of fiction. Their stories about me always quote non-existent unnamed sources. Very dishonest!,False,failing nytimes become newspaper fiction stories always quote non existent unnamed sources dishonest,0.5,-0.3,negative
HillaryClinton,The choice on jobs is pretty clear: See how your state would fare under Hillary vs. Trump. https://t.co/xIrmB63qg6,False,choice jobs pretty clear see state would fare hillary trump,0.6916666666666667,0.17500000000000002,positive
HillaryClinton,We need to make sure every American has high-speed internet access. And we will: https://t.co/jAszaFw1t3 https://t.co/fPOueqdTba,False,need make sure every american high speed internet access,0.4762962962962963,0.22,positive
HillaryClinton,"Press play for a preview of the new campaign podcast With Her. Stream the full episode here: https://t.co/3B2EmK8eDc
https://t.co/G6TVuRAgIO",False,press play preview new campaign podcast stream full episode,0.5022727272727273,0.24318181818181817,positive
HillaryClinton,"As track and field begins, we're honoring Wilma Rudolph: the first U.S. woman to win 3 track golds in one Olympics. https://t.co/HW10MpbVuR",False,track field begins honoring wilma rudolph first woman win track golds one olympics,0.3666666666666667,0.525,positive
realDonaldTrump,"Will be on @seanhannity tonight at 10pm, hosted by @GovMikeHuckabee. Enjoy!",False,seanhannity tonight hosted govmikehuckabee enjoy,0.5,0.4,positive
HillaryClinton,"Just released my tax returns, @realDonaldTrump. Where are yours? https://t.co/PgQ6XIGTqg",False,released tax returns realdonaldtrump,0.0,0.0,neutral
HillaryClinton,Many people are saying Trump won't release his tax returns because he's hiding something. What do you think it is?,False,many people saying trump release tax returns hiding something think,0.5,0.5,positive
HillaryClinton,Wonder what Trump's hiding in his tax returns? Tap through the reel to see some of the best guesses! https://t.co/XARmiDXAI9,False,wonder trump hiding tax returns tap reel see best guesses,0.3,1.0,positive
realDonaldTrump,"Thank you Erie, Pennsylvania! Together we will #MakeAmericaGreatAgain! https://t.co/5hZp7PnRoT",False,thank erie pennsylvania together makeamericagreatagain,0.0,0.0,neutral
HillaryClinton,LGBT kids are perfect the way they are. They deserve love and acceptance—not bullying and violence. https://t.co/RXcjvISf3O,False,lgbt kids perfect way deserve love acceptance bullying violence,0.8,0.75,positive
HillaryClinton,RT if you agree: Every student should learn computer science. https://t.co/IzFbWB4I1I,False,agree every student learn computer science,0.0,0.0,neutral
HillaryClinton,"""We cannot succeed when half of us are held back. Education is the only solution.""—Malala #YouthDay https://t.co/v4E47uT4UM",False,cannot succeed half held back education solution malala youthday,0.08333333333333333,-0.08333333333333333,negative
realDonaldTrump,Unbelievable support in Florida last night - thank you! #MAGA https://t.co/WNDAagFRRS,False,unbelievable support florida last night thank maga,0.5333333333333333,-0.125,negative
HillaryClinton,"Last night, U.S. Olympic swimmer @Simone_Manuel won gold and made history. https://t.co/fShTxbpX2x",False,last night olympic swimmer simone_manuel gold made history,0.06666666666666667,0.0,neutral
HillaryClinton,Housing discrimination cuts right to the heart of who we are as a society. We need to do all we can to fight it: https://t.co/RcNveGGwZM,False,housing discrimination cuts right heart society need fight,0.5357142857142857,0.2857142857142857,positive
HillaryClinton,Here's a pretty incredible fact: There is a non-zero chance that Donald Trump isn't paying *any* taxes. https://t.co/Aefxj6CKCd,False,pretty incredible fact non zero chance donald trump paying taxes,0.95,0.575,positive
HillaryClinton,Here's why Donald Trump might be refusing to release his tax returns: https://t.co/M4MSBonNyo,False,donald trump might refusing release tax returns,0.0,0.0,neutral
HillaryClinton,You can also listen to the first episode of With Her by streaming here: https://t.co/BVmjS8MFWn,False,also listen first episode streaming,0.3333333333333333,0.25,positive
HillaryClinton,"I'm doing a new podcast that will run through Election Day and @hillaryclinton is my co-host 
 https://t.co/FhBROuw0zy",False,new podcast run election day hillaryclinton host,0.45454545454545453,0.13636363636363635,positive
HillaryClinton,"🎧 Just launched: With Her, our official campaign podcast. Subscribe and listen to Episode 1: https://t.co/IIzDVOt3r4",False,launched official campaign podcast subscribe listen episode,0.0,0.0,neutral
realDonaldTrump,ISIS gained tremendous strength during Hillary Clinton's term as Secretary of State. When will the dishonest media report the facts!,False,isis gained tremendous strength hillary clinton term secretary state dishonest media report facts,0.75,0.016666666666666663,positive
HillaryClinton,"Why is @realDonaldTrump refusing to release his tax returns? Some ideas:
https://t.co/M4MSBo6c9O",False,realdonaldtrump refusing release tax returns ideas,0.0,0.0,neutral
realDonaldTrump,"I love watching these poor, pathetic people (pundits) on television working so hard and so seriously to try and figure me out. They can't!",False,love watching poor pathetic people pundits television working hard seriously try figure,0.6816666666666666,-0.305,negative
realDonaldTrump,A massive tax increase will be necessary to fund Crooked Hillary Clinton's agenda. What a terrible (and boring) rollout that was yesterday!,False,massive tax increase necessary fund crooked hillary clinton agenda terrible boring rollout yesterday,0.82,-0.4,negative
realDonaldTrump,"""@laurencristmann: Thank you for coming to Pennsylvania today. I will be there with @C_Lynne_Ryan your 3rd CD delegate at 2 pm""",False,laurencristmann thank coming pennsylvania today c_lynne_ryan delegate,0.0,0.0,neutral
realDonaldTrump,"Ratings challenged @CNN reports so seriously that I call President Obama (and Clinton) ""the founder"" of ISIS, &amp; MVP. THEY DON'T GET SARCASM?",False,ratings challenged cnn reports seriously call president obama clinton founder isis amp mvp get sarcasm,0.6666666666666666,-0.3333333333333333,negative
realDonaldTrump,"""@EnemyWithinn: @realDonaldTrump @elsolarverde @nytimes People gotta stop believing media lies about Trump."" That would indeed be nice!",False,enemywithinn realdonaldtrump elsolarverde nytimes people gotta stop believing media lies trump would indeed nice,1.0,0.6,positive
realDonaldTrump,"""@elsolarverde: THE CORRUPT MEDIA CREATS CONTROVERSY AGAINST @realDonaldTrump TO AVOID ISSUES ABOUT HillaryClinton https://t.co/RW5UcWLfA8""",False,elsolarverde corrupt media creats controversy realdonaldtrump avoid issues hillaryclinton,1.0,-0.5,negative
realDonaldTrump,"""@SheriffClarke: https://t.co/G9R9CGhf8q Everything coming from this administration is a lie. Only @realDonaldTrump will change it""",False,sheriffclarke everything coming administration lie realdonaldtrump change,0.0,0.0,neutral
HillaryClinton,".@TeamUSA at the White House, circa 2000. #TBT
https://t.co/cix9dny7PU",False,teamusa white house circa tbt,0.0,0.0,neutral
HillaryClinton,"Congrats on bringing home the gold and silver, Simone and Aly. We’re all so proud of you! -H https://t.co/oqYrHXmZTH",False,congrats bringing home gold silver simone aly proud,1.0,0.8,positive
realDonaldTrump,Will be doing @oreillyfactor tonight at 8pm. Enjoy!,False,oreillyfactor tonight enjoy,0.5,0.4,positive
HillaryClinton,"Trump wants America to work for him and his friends.

We need to build an economy that works for everyone.
https://t.co/p0bpzITUpv",False,trump wants america work friends need build economy works everyone,0.1,0.2,positive
HillaryClinton,The choice on climate change couldn't be more stark: https://t.co/K745PdjVmW. https://t.co/us7OyJcdx4,False,choice climate change stark,0.6,-0.2,negative
HillaryClinton,It's not just a value—it's a real plan. https://t.co/OvGzoPTtwg https://t.co/hI6Ip27HHm,False,value real plan,0.30000000000000004,0.2,positive
HillaryClinton,.@HillaryClinton hits the Trump Loophole - his backdoor tax break for billionaires like himself. Read about it here: https://t.co/35R3aVlCfV,False,hillaryclinton hits trump loophole backdoor tax break billionaires like read,0.0,0.0,neutral
HillaryClinton,Let’s go out and build the future. https://t.co/OvGzoPTtwg,False,let build future,0.125,0.0,neutral
HillaryClinton,"""One of the reasons I asked Tim Kaine to be my running mate is that he...has a record of working across the aisle."" https://t.co/CNwtLVWl8n",False,one reasons asked tim kaine running mate record working across aisle,0.0,0.0,neutral
HillaryClinton,"Strengthening unions doesn’t just serve their members—it leads to better pay, benefits, and working conditions for all employees.",False,strengthening unions serve members leads better pay benefits working conditions employees,0.5,0.5,positive
HillaryClinton,"Trump wants to give trillions in tax breaks to people like himself.

Instead, let’s invest in our veterans, kids, schools and police.",False,trump wants give trillions tax breaks people like instead let invest veterans kids schools police,0.1,0.2,positive
HillaryClinton,The 400 richest taxpayers in America would get an average tax cut of more than $15 million a year from the Trump loophole.,False,richest taxpayers america would get average tax cut million year trump loophole,0.39999999999999997,-0.15,negative
HillaryClinton,Trump wants to eliminate the estate tax. What that would mean: his family gets a $4 billion tax cut. 99.8% of Americans get nothing.,False,trump wants eliminate estate tax would mean family gets billion tax cut americans get nothing,0.39375,-0.056249999999999994,negative
HillaryClinton,"Trump would give trillions in tax cuts to big corporations, millionaires, and Wall Street money managers. https://t.co/tymag0QkLx",False,trump would give trillions tax cuts big corporations millionaires wall street money managers,0.1,0.0,neutral
HillaryClinton,Multi-millionaires should not be able to pay a lower tax rate than their secretaries: https://t.co/XFX93S1Vgh,False,multi millionaires able pay lower tax rate secretaries,0.625,0.5,positive
HillaryClinton,"Every employee, from the CEO suite to the factory floor, contributes to a business’ success, so everybody should share in the rewards.",False,every employee ceo suite factory floor contributes business success everybody share rewards,0.0,0.3,positive
HillaryClinton,"One positive thing Trump could do to make America great again?

Actually make great things in America: https://t.co/lg8Xqwblam",False,one positive thing trump could make america great actually make great things america,0.5363636363636364,0.45681818181818185,positive
HillaryClinton,"If @TeamUSA was as fearful as Trump, Michael Phelps and Simone Biles would be cowering in the locker room.

America isn’t afraid to compete.",False,teamusa fearful trump michael phelps simone biles would cowering locker room america afraid compete,0.95,-0.75,negative
HillaryClinton,"Trump may talk a big game on trade, but his approach is based on fear, not strength—fear that we can’t compete with the rest of the world.",False,trump may talk big game trade approach based fear strength fear compete rest world,0.25,-0.2,negative
HillaryClinton,"""As president, I will stand up to China and anyone else who tries to take advantage of American workers and companies."" —Hillary",False,president stand china anyone else tries take advantage american workers companies hillary,0.2,-0.05,negative
HillaryClinton,We’re going to invest in union training programs and apprenticeship programs so you can earn while you learn: https://t.co/sbbiIqIz0c,False,going invest union training programs apprenticeship programs earn learn,0.0,0.0,neutral
HillaryClinton,"A four-year degree shouldn’t be the only path to a good job. You should be able to learn a skill, practice a trade, and make a good living.",False,four year degree path good job able learn skill practice trade make good living,0.6083333333333334,0.6333333333333333,positive
HillaryClinton,"It’s not right that Donald Trump can ignore his debts, but students and families can’t refinance theirs.",False,right donald trump ignore debts students families refinance,0.5357142857142857,0.2857142857142857,positive
HillaryClinton,Let’s fight to make college tuition-free for the middle class and debt-free for everyone: https://t.co/BNZJ6ScplY,False,let fight make college tuition free middle class debt free everyone,0.5333333333333333,0.26666666666666666,positive
HillaryClinton,"The people taking care of our children and our parents deserve a good wage, good benefits, and a secure retirement.",False,people taking care children parents deserve good wage good benefits secure retirement,0.6000000000000001,0.6,positive
HillaryClinton,Donald Trump has spent his whole career stiffing small businesses. https://t.co/i51CBQ9lKM,False,donald trump spent whole career stiffing small businesses,0.3,-0.049999999999999996,negative
HillaryClinton,We’re going to invest $10 billion in “Make it in America” partnerships to support American manufacturing: https://t.co/21iaJ5hq7X,False,going invest billion make america partnerships support american manufacturing,0.0,0.0,neutral
HillaryClinton,"""Some country is going to be the clean energy superpower of the 21st century and create millions of jobs...I want it to be us."" —Hillary",False,country going clean energy superpower century create millions jobs want hillary,0.7000000000000001,0.3666666666666667,positive
HillaryClinton,"Starting on day one, we will work with both parties to pass the biggest investment in new, good-paying jobs since World War II.",False,starting day one work parties pass biggest investment new good paying jobs since world war,0.38484848484848494,0.27878787878787875,positive
HillaryClinton,One of the many stark choices we face in this election. https://t.co/sCQJXB7mEV,False,one many stark choices face election,0.55,0.15,positive
HillaryClinton,"Every American willing to work hard should be able to find a job that provides dignity, pride, and decent pay that can support a family.",False,every american willing work hard able find job provides dignity pride decent pay support family,0.5166666666666666,0.125,positive
HillaryClinton,"We are resilient, determined, and hard-working. There’s nothing America can’t do if we do it together.",False,resilient determined hard working nothing america together,0.5416666666666666,-0.2916666666666667,negative
HillaryClinton,"When Trump visited Detroit on Monday he talked only of failure, poverty, and crime.

He’s missing so much about what makes Michigan great.",False,trump visited detroit monday talked failure poverty crime missing much makes michigan great,0.325,0.12083333333333333,positive
HillaryClinton,Hillary is speaking live from Detroit on the economy. Don’t miss it. Tune in now: https://t.co/YgVauYf0Ol,False,hillary speaking live detroit economy miss tune,0.5,0.13636363636363635,positive
HillaryClinton,"Anyone willing to sink so low, so often should never be allowed to serve as our Commander-in-Chief.",False,anyone willing sink low often never allowed serve commander chief,0.525,0.125,positive
HillaryClinton,"No, Barack Obama is not the founder of ISIS.",False,barack obama founder isis,0.0,0.0,neutral
HillaryClinton,"It can be difficult to muster outrage as frequently as Donald Trump should cause it, but his smear against President Obama requires it.",False,difficult muster outrage frequently donald trump cause smear president obama requires,0.65,-0.2,negative
HillaryClinton,Donald Trump’s tax plan mostly helps...Donald Trump. And people like him at the top. https://t.co/5luTzXmZDP,False,donald trump tax plan mostly helps donald trump people like top,0.5,0.5,positive
HillaryClinton,1979. https://t.co/VYTglhPyfO,False,,0.0,0.0,neutral
HillaryClinton,"Unlike Donald Trump's, our campaign is about issues—not insults. https://t.co/puVZP5iFRE https://t.co/pB0DcV1TeP",False,unlike donald trump campaign issues insults,0.0,0.0,neutral
realDonaldTrump,This is no surprise. Constant phony reporting from failing @CNN turns everyone off. The American people get it! https://t.co/a1A6XMfYx1,False,surprise constant phony reporting failing cnn turns everyone american people get,0.16666666666666666,0.0,neutral
HillaryClinton,My heart breaks for the family of the officer killed in Arkansas today. Grateful for his service to his community. -H,False,heart breaks family officer killed arkansas today grateful service community,0.0,-0.2,negative
realDonaldTrump,"Thank you Fort Lauderdale, Florida. 
#MakeAmericaGreatAgain https://t.co/cjivzdRpU1",False,thank fort lauderdale florida makeamericagreatagain,0.0,0.0,neutral
realDonaldTrump,Great job today by the NYPD in protecting the people and saving the climber.,False,great job today nypd protecting people saving climber,0.75,0.8,positive
HillaryClinton,"Our kids see the president as a role model. How will they see Donald Trump?
https://t.co/xOxe3LdL70",False,kids see president role model see donald trump,0.0,0.0,neutral
HillaryClinton,"Who benefits from Donald Trump's ""new"" economic plan? Rich people like Donald Trump. https://t.co/fDTcHhgCbz",False,benefits donald trump new economic plan rich people like donald trump,0.4681818181818182,0.23712121212121215,positive
realDonaldTrump,Reuters just announced that Secret Service never spoke to me or my campaign. Made up story by @CNN is a hoax. Totally dishonest.,False,reuters announced secret service never spoke campaign made story cnn hoax totally dishonest,0.6,-0.35,negative
realDonaldTrump,"""@DSF2020: Really admire your determination: Working so hard for all Americans n daily having to defend yourself from a biased Media.""",False,dsf really admire determination working hard americans daily defend biased media,0.24722222222222223,-0.030555555555555558,negative
realDonaldTrump,#MakeAmericaGreatAgain! https://t.co/8rWz6p1Ged,False,makeamericagreatagain,0.0,0.0,neutral
HillaryClinton,"Young people face tough challenges, but they have the ability to do something about it: Vote. https://t.co/dm98k71nf1",False,young people face tough challenges ability something vote,0.6166666666666667,-0.14444444444444443,negative
HillaryClinton,We're also going to make sure future generations inherit a cleaner planet—and create millions of jobs along the way. https://t.co/HvrbycAnAy,False,also going make sure future generations inherit cleaner planet create millions jobs along way,0.5069444444444444,0.25,positive
HillaryClinton,Let's make it easier for young people to start businesses and fulfill their dreams. https://t.co/cJzNCnaahh https://t.co/vZHW9VZKDT,False,let make easier young people start businesses fulfill dreams,0.4,0.1,positive
HillaryClinton,"And, unlike @realDonaldTrump, we're gonna make it easier for people who *aren't* celebrities to get apprenticeships. https://t.co/SdCUIITwuY",False,unlike realdonaldtrump gonna make easier people celebrities get apprenticeships,0.0,0.0,neutral
HillaryClinton,Young Americans have the most to gain from Hillary's economic plan—and the most to lose under Trump's policies. https://t.co/V1u6kLTjNy,False,young americans gain hillary economic plan lose trump policies,0.30000000000000004,0.15000000000000002,positive
HillaryClinton,"When you dig deeper, you see that young people of color have faced even greater challenges. That has to change. https://t.co/8mpMkHn2sH",False,dig deeper see young people color faced even greater challenges change,0.45,0.3,positive
HillaryClinton,Young people were among the hardest hit during the great recession—and the effects still linger. https://t.co/XFIZKrCHxF,False,young people among hardest hit great recession effects still linger,0.575,0.45,positive
realDonaldTrump,"Thank you Abingdon, Virginia! 
#MakeAmericaGreatAgain 
https://t.co/g7ivluiyF2 https://t.co/RQUKD6sjno",False,thank abingdon virginia makeamericagreatagain,0.0,0.0,neutral
realDonaldTrump,"No such meeting or conversation ever happened - a made up story by ""low ratings"" @CNN.",False,meeting conversation ever happened made story low ratings cnn,0.3,0.0,neutral
realDonaldTrump,"Great meeting w/ coal miners &amp; leaders from the Virginia coal industry- thank you! #MAGA
https://t.co/wnpVlq6oe4 https://t.co/32gdX684ew",False,great meeting coal miners amp leaders virginia coal industry thank maga,0.75,0.8,positive
HillaryClinton,Imagine how you'll feel the day after the election if we haven't joined together to chart a course of optimism. https://t.co/tTgeqxNqYm,False,imagine feel day election joined together chart course optimism,0.0,0.0,neutral
HillaryClinton,"""I am humbled and moved by the Republicans who are willing to stand up and say that Donald Trump does not represent their values.” —Hillary",False,humbled moved republicans willing stand say donald trump represent values hillary,0.75,0.25,positive
HillaryClinton,"Donald Trump has spent his career stiffing small businesses, refusing to pay them what they’re owed. https://t.co/un2YiRLEYF",False,donald trump spent career stiffing small businesses refusing pay owed,0.25,-0.175,negative
HillaryClinton,"“When they have student debt, we’ll put a three year moratory on that so they can start their own businesses!”—@HillaryClinton",False,student debt put three year moratory start businesses hillaryclinton,0.0,0.0,neutral
HillaryClinton,We can be the clean energy superpower of the 21st Century. https://t.co/Zb8w0tLYkS,False,clean energy superpower century,0.7000000000000001,0.3666666666666667,positive
HillaryClinton,We are living off of the infrastructure built by our parents and grandparents. It’s overdue for upgrades: https://t.co/KjhFN0QS2c,False,living infrastructure built parents grandparents overdue upgrades,0.0,0.0,neutral
HillaryClinton,We’re going to make the biggest investment in good-paying jobs since World War II: https://t.co/NC6FHkl53y,False,going make biggest investment good paying jobs since world war,0.6000000000000001,0.7,positive
HillaryClinton,Hillary's talking about the economy in Des Moines. Tune in now to watch: https://t.co/5VPr9qVgkv,False,hillary talking economy des moines tune watch,0.0,0.0,neutral
HillaryClinton,"If you're a millionaire, you'll do great under Trump's economic plan. Everyone else? Well...

Take a look: https://t.co/zavnOS2RdL",False,millionaire great trump economic plan everyone else well take look,0.475,0.5,positive
realDonaldTrump,I will be interviewed on @greta tonight at 7pm. Enjoy! https://t.co/9yicUxd87D,False,interviewed greta tonight enjoy,0.5,0.4,positive
realDonaldTrump,"My thoughts and prayers are with the two police officers shot in Sebastian County, Arkansas. #LESM",False,thoughts prayers two police officers shot sebastian county arkansas lesm,0.0,0.0,neutral
HillaryClinton,"""The time has come for Republicans...to repudiate Mr. Trump once and for all."" —@nytimes https://t.co/yMKCpKMC4l",False,time come republicans repudiate trump nytimes,0.0,0.0,neutral
realDonaldTrump,Morning Joe's weakness is its low ratings. I don't watch anymore but I heard he went wild against Rudy Giuliani and #2A - sad &amp; irrelevant!,False,morning joe weakness low ratings watch anymore heard went wild rudy giuliani sad amp irrelevant,0.675,-0.225,negative
realDonaldTrump,.@dbongino  You were fantastic in defending both the Second Amendment and me last night on @CNN. Don Lemon is a lightweight - dumb as a rock,False,dbongino fantastic defending second amendment last night cnn lemon lightweight dumb rock,0.3666666666666667,0.0062500000000000056,positive
HillaryClinton,David's letter to his daughter about why he can't support Donald Trump really hits home. https://t.co/uyDaDdcpab,False,david letter daughter support donald trump really hits home,0.2,0.2,positive
realDonaldTrump,"""@dbongino: ‘Now cut off my mic!’ Bongino refuses to be bullied by Don Lemon over Trump, 2nd Amendment – HEATED! https://t.co/UgtfaUXzcr""",False,dbongino cut mic bongino refuses bullied lemon trump amendment heated,0.0,0.0,neutral
realDonaldTrump,Media desperate to distract from Clinton's anti-2A stance. I said pro-2A citizens must organize and get out vote to save our Constitution!,False,media desperate distract clinton anti stance said pro citizens must organize get vote save constitution,1.0,-0.6,negative
realDonaldTrump,"When is the media going to talk about Hillary's policies that have gotten people killed, like Libya, open borders, and maybe her emails?",False,media going talk hillary policies gotten people killed like libya open borders maybe emails,0.25,-0.1,negative
realDonaldTrump,"Thank you Senator @ChuckGrassley! #TrumpPence16
https://t.co/YmdH3fcaeW",False,thank senator chuckgrassley trumppence,0.0,0.0,neutral
HillaryClinton,"Our kids are watching, Donald.
https://t.co/yRnhmfHIWh",False,kids watching donald,0.0,0.0,neutral
realDonaldTrump,"Thank you @SenatorFischer! #TrumpPence16
https://t.co/RMtU6aRZTQ",False,thank senatorfischer trumppence,0.0,0.0,neutral
HillaryClinton,".@realDonaldTrump might astound Americans on a routine basis, but we must draw a line between political speech &amp; suggestions of violence.",False,realdonaldtrump might astound americans routine basis must draw line political speech amp suggestions violence,0.1,0.0,neutral
HillaryClinton,"Welcome back, Madame Secretary.

Hillary heads back to Des Moines this Wednesday. RSVP: https://t.co/cwo0OodC6J. https://t.co/OINTxv21hB",False,welcome back madame secretary hillary heads back des moines wednesday rsvp,0.3,0.26666666666666666,positive
realDonaldTrump,"Thank you Wilmington, North Carolina!
#MakeAmericaGreatAgain https://t.co/ZnnaSPF5or",False,thank wilmington north carolina makeamericagreatagain,0.0,0.0,neutral
realDonaldTrump,But there IS something we will do on #ElectionDay: Show up and vote for the #2A! #DefendtheSecond #NeverHillary,False,something electionday show vote defendthesecond neverhillary,0.0,0.0,neutral
realDonaldTrump,".@RealDonaldTrump is right. If @HillaryClinton gets to pick her anti-#2A #SCOTUS judges, there’s nothing we can do. #NeverHillary",False,realdonaldtrump right hillaryclinton gets pick anti scotus judges nothing neverhillary,0.5357142857142857,0.2857142857142857,positive
realDonaldTrump,"2/2  How many of our presidents, even our great presidents, would have handled the antics that went on in that auditorium as well as he did?",False,many presidents even great presidents would handled antics went auditorium well,0.625,0.65,positive
realDonaldTrump,1/2   Believe Trump gave a great speech.,False,believe trump gave great speech,0.75,0.8,positive
HillaryClinton,"""A person seeking to be the President of the United States should not suggest violence in any way."" https://t.co/Uu55CBCqdK",False,person seeking president united states suggest violence way,0.0,0.0,neutral
HillaryClinton,Here’s the sad truth: There is no other Donald Trump. This is it. https://t.co/XNDh0d5csA,False,sad truth donald trump,1.0,-0.5,negative
